Tag_Number,Plant_Unit_Code,Subsystem_Description,Equipment_Service_Name,PID_Drawing_Reference,Instrument_Type,Measurement_Unit,Calibrated_Span,Design_Code_Standard,Metallurgy_Specification,Piping_Line_Size_Inches,Flange_Rating_ANSI,Design_Pressure_PSIG,Operating_Pressure_PSIG,Design_Temp_DegC,Operating_Temp_DegC,Safety_Integrity_Level,Voting_Logic,Normal_Operating_Value,Alarm_Low_PAL,Alarm_High_PAH,Trip_Low_PSLL,Trip_High_PSHH,Fail_Safe_Position,Four_Eyes_Auth_Required,Last_Calibration_Date,Next_Calibration_Due,Health_Integrity_Status,Assigned_Area_Engineer
04-MOV-506C,Unit 04 - HGU,Steam Methane Hydrogen Generation,Unit 04 - HGU Motor Operated Isolation Valve Loop #506,PID-MRPL-HGU-506-REV4.2,Motor Operated Isolation Valve,Status,Full Stroke Open/Close,API 610 / API 682 / IEC 61508,UNS S31803 2205 Duplex Stainless Steel,10,300# RF,1590,1163,328,232,SIL-1,1oo1,0.93,0.0,1.0,0.0,1.0,Fail Locked (FL),FALSE,2024-11-01,2025-11-01,ALERT (Scheduled Inspection Window),Er. Sunita Patil (EMP-2490)
04-VT-507D,Unit 04 - HGU,Steam Methane Hydrogen Generation,Unit 04 - HGU Bearing Vibration Accelerometer Loop #507,PID-MRPL-HGU-507-REV4.2,Bearing Vibration Accelerometer,mm/s RMS,0 - 25 mm/s,API 610 / API 682 / IEC 61508,ASTM A216 Gr WCB Cast Steel,6,300# RF,1829,1146,219,177,SIL-1,1oo1,2.05,1.0,4.5,0.5,7.0,N/A,FALSE,2024-09-30,2025-09-30,CRITICAL (Immediate Turnaround Recalibration),Er. Anand Rao (EMP-1829)
05-FT-508A,Unit 05 - SRU,Sulfur Recovery & Tail Gas Treatment,Unit 05 - SRU Flow Transmitter Loop #508,PID-MRPL-SRU-508-REV4.2,Flow Transmitter,MT/h,0 - 300 MT/h,API 610 / API 682 / IEC 61508,UNS S31803 2205 Duplex Stainless Steel,8,2500# RTJ,1035,725,464,401,SIL-2,1oo2,179.48,130.0,220.0,100.0,245.0,N/A,TRUE,2024-03-21,2025-03-21,OPTIMAL (Normal In-Service Calibration),Er. R. K. Shenoy (EMP-3841)
05-SV-509B,Unit 05 - SRU,Sulfur Recovery & Tail Gas Treatment,Unit 05 - SRU ASME VIII Safety Relief Valve Loop #509,PID-MRPL-SRU-509-REV4.2,ASME VIII Safety Relief Valve,barg,Pop Set Pressure,API 610 / API 682 / IEC 61508,ASTM A106 Gr B Carbon Steel,36,300# RF,1510,925,353,289,SIL-3,2oo3,0.0,0.0,0.0,0.0,88.0,Fail Open (FO),TRUE,2024-07-03,2025-07-03,OPTIMAL (Normal In-Service Calibration),Er. Anand Rao (EMP-1829)
06-SV-510C,Unit 06 - PPU,Polypropylene Polymer Plant,Unit 06 - PPU ASME VIII Safety Relief Valve Loop #510,PID-MRPL-PPU-510-REV4.2,ASME VIII Safety Relief Valve,barg,Pop Set Pressure,API 610 / API 682 / IEC 61508,ASTM A743 Gr CA6NM (12% Cr),2,900# RTJ,851,549,462,357,SIL-2,1oo2,0.0,0.0,0.0,0.0,88.0,Fail Open (FO),TRUE,2024-05-09,2025-05-09,OPTIMAL (Normal In-Service Calibration),Er. S. P. Hegde (EMP-2914)
02-FT-511D,Unit 02 - DHDT,Diesel Hydrotreating Complex,Unit 02 - DHDT Flow Transmitter Loop #511,PID-MRPL-DHDT-511-REV4.2,Flow Transmitter,MT/h,0 - 300 MT/h,API 610 / API 682 / IEC 61508,Incoloy 800H High Temp Alloy,12,1500# RTJ,1344,841,534,385,Non-SIL,1oo1,174.0,130.0,220.0,100.0,245.0,N/A,FALSE,2024-09-27,2025-09-27,OPTIMAL (Normal In-Service Calibration),Er. Jane D'Souza (EMP-7102)
02-VT-512A,Unit 02 - DHDT,Diesel Hydrotreating Complex,Unit 02 - DHDT Bearing Vibration Accelerometer Loop #512,PID-MRPL-DHDT-512-REV4.2,Bearing Vibration Accelerometer,mm/s RMS,0 - 25 mm/s,API 610 / API 682 / IEC 61508,ASTM A743 Gr CA6NM (12% Cr),4,600# RF,319,265,419,330,Non-SIL,1oo1,2.25,1.0,4.5,0.5,7.0,N/A,FALSE,2024-03-21,2025-03-21,OPTIMAL (Normal In-Service Calibration),Er. Jane D'Souza (EMP-7102)
06-AT-513B,Unit 06 - PPU,Polypropylene Polymer Plant,Unit 06 - PPU Online Gas Analyzer (H2S/O2/CO) Loop #513,PID-MRPL-PPU-513-REV4.2,Online Gas Analyzer (H2S/O2/CO),ppm,0 - 500 ppm,API 610 / API 682 / IEC 61508,SA-387 Gr 11 Class 2 Alloy Steel,48,900# RTJ,1074,903,442,359,SIL-1,1oo1,5.1,0.0,15.0,0.0,50.0,N/A,FALSE,2024-06-29,2025-06-29,OPTIMAL (Normal In-Service Calibration),Er. Jane D'Souza (EMP-7102)
06-CV-514C,Unit 06 - PPU,Polypropylene Polymer Plant,Unit 06 - PPU Pneumatic Control Valve Loop #514,PID-MRPL-PPU-514-REV4.2,Pneumatic Control Valve,% Open,0 - 100 % Travel,API 610 / API 682 / IEC 61508,SA-387 Gr 11 Class 2 Alloy Steel,3,600# RF,1216,759,515,424,SIL-3,2oo3,49.79,10.0,90.0,5.0,95.0,Fail Closed (FC),TRUE,2024-07-14,2025-07-14,ALERT (Scheduled Inspection Window),Er. Anand Rao (EMP-1829)
08-LT-515D,Unit 08 - SWRO,30 MLD Sea Water Desalination Facility,Unit 08 - SWRO Level Radar Transmitter Loop #515,PID-MRPL-SWRO-515-REV4.2,Level Radar Transmitter,%,0 - 100 %,API 610 / API 682 / IEC 61508,Incoloy 800H High Temp Alloy,30,150# RF,445,273,402,341,SIL-1,1oo1,56.26,35.0,75.0,20.0,85.0,N/A,FALSE,2024-11-15,2025-11-15,OPTIMAL (Normal In-Service Calibration),Er. Jane D'Souza (EMP-7102)
08-MOV-516A,Unit 08 - SWRO,30 MLD Sea Water Desalination Facility,Unit 08 - SWRO Motor Operated Isolation Valve Loop #516,PID-MRPL-SWRO-516-REV4.2,Motor Operated Isolation Valve,Status,Full Stroke Open/Close,API 610 / API 682 / IEC 61508,Incoloy 800H High Temp Alloy,48,600# RF,1249,992,263,224,SIL-3,2oo3,1.07,0.0,1.0,0.0,1.0,Fail Locked (FL),TRUE,2024-08-25,2025-08-25,OPTIMAL (Normal In-Service Calibration),Er. Jane D'Souza (EMP-7102)
03-PT-517B,Unit 03 - PFCCU,Fluid Catalytic Cracking & PRU,Unit 03 - PFCCU Pressure Transmitter Loop #517,PID-MRPL-FCCU-517-REV4.2,Pressure Transmitter,barg,0 - 100 barg,API 610 / API 682 / IEC 61508,ASTM A216 Gr WCB Cast Steel,30,600# RF,556,367,256,224,SIL-2,1oo2,76.6,60.0,80.0,50.0,85.0,N/A,TRUE,2024-11-10,2025-11-10,OPTIMAL (Normal In-Service Calibration),Er. Jane D'Souza (EMP-7102)
04-MOV-518C,Unit 04 - HGU,Steam Methane Hydrogen Generation,Unit 04 - HGU Motor Operated Isolation Valve Loop #518,PID-MRPL-HGU-518-REV4.2,Motor Operated Isolation Valve,Status,Full Stroke Open/Close,API 610 / API 682 / IEC 61508,ASTM A106 Gr B Carbon Steel,2,300# RF,1742,1217,269,210,Non-SIL,1oo1,1.0,0.0,1.0,0.0,1.0,Fail Locked (FL),FALSE,2024-12-31,2025-12-31,OPTIMAL (Normal In-Service Calibration),Er. M. B. Nayak (EMP-4102)
08-MOV-519D,Unit 08 - SWRO,30 MLD Sea Water Desalination Facility,Unit 08 - SWRO Motor Operated Isolation Valve Loop #519,PID-MRPL-SWRO-519-REV4.2,Motor Operated Isolation Valve,Status,Full Stroke Open/Close,API 610 / API 682 / IEC 61508,ASTM A216 Gr WCB Cast Steel,6,1500# RTJ,922,586,429,329,Non-SIL,1oo1,1.0,0.0,1.0,0.0,1.0,Fail Locked (FL),FALSE,2024-05-03,2025-05-03,OPTIMAL (Normal In-Service Calibration),Er. R. K. Shenoy (EMP-3841)
07-FT-520A,Unit 07 - SPM/COT,Single Point Mooring & Tank Farm,Unit 07 - SPM/COT Flow Transmitter Loop #520,PID-MRPL-SPM-520-REV4.2,Flow Transmitter,MT/h,0 - 300 MT/h,API 610 / API 682 / IEC 61508,ASTM A216 Gr WCB Cast Steel,4,900# RTJ,727,535,384,296,SIL-3,2oo3,171.66,130.0,220.0,100.0,245.0,N/A,TRUE,2024-08-05,2025-08-05,ALERT (Scheduled Inspection Window),Er. Anand Rao (EMP-1829)
04-PT-521B,Unit 04 - HGU,Steam Methane Hydrogen Generation,Unit 04 - HGU Pressure Transmitter Loop #521,PID-MRPL-HGU-521-REV4.2,Pressure Transmitter,barg,0 - 100 barg,API 610 / API 682 / IEC 61508,SA-516 Gr 70 Boiler Quality,4,2500# RTJ,759,579,527,406,Non-SIL,1oo1,73.32,60.0,80.0,50.0,85.0,N/A,FALSE,2024-05-11,2025-05-11,OPTIMAL (Normal In-Service Calibration),Er. Sunita Patil (EMP-2490)
02-MOV-522C,Unit 02 - DHDT,Diesel Hydrotreating Complex,Unit 02 - DHDT Motor Operated Isolation Valve Loop #522,PID-MRPL-DHDT-522-REV4.2,Motor Operated Isolation Valve,Status,Full Stroke Open/Close,API 610 / API 682 / IEC 61508,ASTM A106 Gr B Carbon Steel,36,600# RF,1397,1076,318,267,SIL-2,1oo2,0.96,0.0,1.0,0.0,1.0,Fail Locked (FL),TRUE,2024-12-20,2025-12-20,OPTIMAL (Normal In-Service Calibration),Er. M. B. Nayak (EMP-4102)
08-PT-523D,Unit 08 - SWRO,30 MLD Sea Water Desalination Facility,Unit 08 - SWRO Pressure Transmitter Loop #523,PID-MRPL-SWRO-523-REV4.2,Pressure Transmitter,barg,0 - 100 barg,API 610 / API 682 / IEC 61508,SA-516 Gr 70 Boiler Quality,4,600# RF,1817,1390,178,147,SIL-1,1oo1,73.11,60.0,80.0,50.0,85.0,N/A,FALSE,2024-12-09,2025-12-09,ALERT (Scheduled Inspection Window),Er. R. K. Shenoy (EMP-3841)
06-SV-524A,Unit 06 - PPU,Polypropylene Polymer Plant,Unit 06 - PPU ASME VIII Safety Relief Valve Loop #524,PID-MRPL-PPU-524-REV4.2,ASME VIII Safety Relief Valve,barg,Pop Set Pressure,API 610 / API 682 / IEC 61508,ASTM A216 Gr WCB Cast Steel,12,300# RF,1336,932,125,97,SIL-2,1oo2,0.0,0.0,0.0,0.0,88.0,Fail Open (FO),TRUE,2024-07-19,2025-07-19,OPTIMAL (Normal In-Service Calibration),Er. R. K. Shenoy (EMP-3841)
04-MOV-525B,Unit 04 - HGU,Steam Methane Hydrogen Generation,Unit 04 - HGU Motor Operated Isolation Valve Loop #525,PID-MRPL-HGU-525-REV4.2,Motor Operated Isolation Valve,Status,Full Stroke Open/Close,API 610 / API 682 / IEC 61508,ASTM A743 Gr CA6NM (12% Cr),4,600# RF,1779,1068,209,150,Non-SIL,1oo1,1.01,0.0,1.0,0.0,1.0,Fail Locked (FL),FALSE,2024-12-24,2025-12-24,OPTIMAL (Normal In-Service Calibration),Er. Sunita Patil (EMP-2490)
08-CV-526C,Unit 08 - SWRO,30 MLD Sea Water Desalination Facility,Unit 08 - SWRO Pneumatic Control Valve Loop #526,PID-MRPL-SWRO-526-REV4.2,Pneumatic Control Valve,% Open,0 - 100 % Travel,API 610 / API 682 / IEC 61508,SA-387 Gr 11 Class 2 Alloy Steel,2,1500# RTJ,1385,911,515,452,SIL-2,1oo2,48.85,10.0,90.0,5.0,95.0,Fail Closed (FC),TRUE,2024-04-23,2025-04-23,OPTIMAL (Normal In-Service Calibration),Er. Jane D'Souza (EMP-7102)
02-PT-527D,Unit 02 - DHDT,Diesel Hydrotreating Complex,Unit 02 - DHDT Pressure Transmitter Loop #527,PID-MRPL-DHDT-527-REV4.2,Pressure Transmitter,barg,0 - 100 barg,API 610 / API 682 / IEC 61508,Titanium Grade 2 Seamless,16,600# RF,1795,1223,163,128,SIL-2,1oo2,70.13,60.0,80.0,50.0,85.0,N/A,TRUE,2024-08-29,2025-08-29,OPTIMAL (Normal In-Service Calibration),Er. Jane D'Souza (EMP-7102)
06-TT-528A,Unit 06 - PPU,Polypropylene Polymer Plant,Unit 06 - PPU Temperature Transmitter Loop #528,PID-MRPL-PPU-528-REV4.2,Temperature Transmitter,deg C,0 - 500 deg C,API 610 / API 682 / IEC 61508,ASTM A106 Gr B Carbon Steel,36,300# RF,773,472,533,446,SIL-3,2oo3,339.87,310.0,385.0,270.0,410.0,N/A,TRUE,2024-04-02,2025-04-02,OPTIMAL (Normal In-Service Calibration),Er. R. K. Shenoy (EMP-3841)
06-CV-529B,Unit 06 - PPU,Polypropylene Polymer Plant,Unit 06 - PPU Pneumatic Control Valve Loop #529,PID-MRPL-PPU-529-REV4.2,Pneumatic Control Valve,% Open,0 - 100 % Travel,API 610 / API 682 / IEC 61508,Incoloy 800H High Temp Alloy,24,2500# RTJ,1309,974,232,176,Non-SIL,1oo1,50.5,10.0,90.0,5.0,95.0,Fail Closed (FC),FALSE,2024-05-18,2025-05-18,ALERT (Scheduled Inspection Window),Er. Anand Rao (EMP-1829)
02-XV-530C,Unit 02 - DHDT,Diesel Hydrotreating Complex,Unit 02 - DHDT Emergency Shutdown (ESD) Valve Loop #530,PID-MRPL-DHDT-530-REV4.2,Emergency Shutdown (ESD) Valve,Status,Trip Action Fast Stroke,API 610 / API 682 / IEC 61508,ASTM A106 Gr B Carbon Steel,2,300# RF,991,718,149,128,SIL-1,1oo1,0.97,0.0,1.0,0.0,1.0,Fail Closed (FC),TRUE,2024-10-31,2025-10-31,OPTIMAL (Normal In-Service Calibration),Er. M. B. Nayak (EMP-4102)
07-PT-531D,Unit 07 - SPM/COT,Single Point Mooring & Tank Farm,Unit 07 - SPM/COT Pressure Transmitter Loop #531,PID-MRPL-SPM-531-REV4.2,Pressure Transmitter,barg,0 - 100 barg,API 610 / API 682 / IEC 61508,AISI 316L Stainless Steel,12,150# RF,1257,1008,509,414,SIL-1,1oo1,72.64,60.0,80.0,50.0,85.0,N/A,FALSE,2024-07-25,2025-07-25,OPTIMAL (Normal In-Service Calibration),Er. Anand Rao (EMP-1829)
07-SV-532A,Unit 07 - SPM/COT,Single Point Mooring & Tank Farm,Unit 07 - SPM/COT ASME VIII Safety Relief Valve Loop #532,PID-MRPL-SPM-532-REV4.2,ASME VIII Safety Relief Valve,barg,Pop Set Pressure,API 610 / API 682 / IEC 61508,SA-387 Gr 11 Class 2 Alloy Steel,48,150# RF,1714,1385,354,277,Non-SIL,1oo1,0.0,0.0,0.0,0.0,88.0,Fail Open (FO),TRUE,2024-12-05,2025-12-05,CRITICAL (Immediate Turnaround Recalibration),Er. S. P. Hegde (EMP-2914)
04-VT-533B,Unit 04 - HGU,Steam Methane Hydrogen Generation,Unit 04 - HGU Bearing Vibration Accelerometer Loop #533,PID-MRPL-HGU-533-REV4.2,Bearing Vibration Accelerometer,mm/s RMS,0 - 25 mm/s,API 610 / API 682 / IEC 61508,AISI 316L Stainless Steel,36,2500# RTJ,1535,1164,239,203,Non-SIL,1oo1,2.25,1.0,4.5,0.5,7.0,N/A,FALSE,2024-05-09,2025-05-09,OPTIMAL (Normal In-Service Calibration),Er. R. K. Shenoy (EMP-3841)
04-LT-534C,Unit 04 - HGU,Steam Methane Hydrogen Generation,Unit 04 - HGU Level Radar Transmitter Loop #534,PID-MRPL-HGU-534-REV4.2,Level Radar Transmitter,%,0 - 100 %,API 610 / API 682 / IEC 61508,ASTM A743 Gr CA6NM (12% Cr),24,600# RF,1682,1357,491,383,Non-SIL,1oo1,58.63,35.0,75.0,20.0,85.0,N/A,FALSE,2024-04-25,2025-04-25,OPTIMAL (Normal In-Service Calibration),Er. S. P. Hegde (EMP-2914)
06-TT-535D,Unit 06 - PPU,Polypropylene Polymer Plant,Unit 06 - PPU Temperature Transmitter Loop #535,PID-MRPL-PPU-535-REV4.2,Temperature Transmitter,deg C,0 - 500 deg C,API 610 / API 682 / IEC 61508,ASTM A106 Gr B Carbon Steel,20,600# RF,1242,1011,420,316,SIL-1,1oo1,381.5,310.0,385.0,270.0,410.0,N/A,FALSE,2024-05-26,2025-05-26,OPTIMAL (Normal In-Service Calibration),Er. Jane D'Souza (EMP-7102)
02-SV-536A,Unit 02 - DHDT,Diesel Hydrotreating Complex,Unit 02 - DHDT ASME VIII Safety Relief Valve Loop #536,PID-MRPL-DHDT-536-REV4.2,ASME VIII Safety Relief Valve,barg,Pop Set Pressure,API 610 / API 682 / IEC 61508,ASTM A216 Gr WCB Cast Steel,12,600# RF,848,687,203,159,SIL-3,2oo3,0.0,0.0,0.0,0.0,88.0,Fail Open (FO),TRUE,2024-07-05,2025-07-05,OPTIMAL (Normal In-Service Calibration),Er. M. B. Nayak (EMP-4102)
05-XV-537B,Unit 05 - SRU,Sulfur Recovery & Tail Gas Treatment,Unit 05 - SRU Emergency Shutdown (ESD) Valve Loop #537,PID-MRPL-SRU-537-REV4.2,Emergency Shutdown (ESD) Valve,Status,Trip Action Fast Stroke,API 610 / API 682 / IEC 61508,Titanium Grade 2 Seamless,3,150# RF,254,183,414,325,SIL-3,2oo3,0.97,0.0,1.0,0.0,1.0,Fail Closed (FC),TRUE,2024-05-20,2025-05-20,OPTIMAL (Normal In-Service Calibration),Er. M. B. Nayak (EMP-4102)
06-MOV-538C,Unit 06 - PPU,Polypropylene Polymer Plant,Unit 06 - PPU Motor Operated Isolation Valve Loop #538,PID-MRPL-PPU-538-REV4.2,Motor Operated Isolation Valve,Status,Full Stroke Open/Close,API 610 / API 682 / IEC 61508,AISI 316L Stainless Steel,4,900# RTJ,460,295,469,376,Non-SIL,1oo1,0.97,0.0,1.0,0.0,1.0,Fail Locked (FL),FALSE,2024-07-17,2025-07-17,OPTIMAL (Normal In-Service Calibration),Er. M. B. Nayak (EMP-4102)
01-LT-539D,Unit 01 - CDU/VDU,Atmospheric & Vacuum Distillation,Unit 01 - CDU/VDU Level Radar Transmitter Loop #539,PID-MRPL-CDU-539-REV4.2,Level Radar Transmitter,%,0 - 100 %,API 610 / API 682 / IEC 61508,ASTM A106 Gr B Carbon Steel,20,1500# RTJ,1553,1079,298,248,SIL-1,1oo1,50.7,35.0,75.0,20.0,85.0,N/A,FALSE,2024-05-28,2025-05-28,OPTIMAL (Normal In-Service Calibration),Er. Sunita Patil (EMP-2490)
03-MOV-540A,Unit 03 - PFCCU,Fluid Catalytic Cracking & PRU,Unit 03 - PFCCU Motor Operated Isolation Valve Loop #540,PID-MRPL-FCCU-540-REV4.2,Motor Operated Isolation Valve,Status,Full Stroke Open/Close,API 610 / API 682 / IEC 61508,ASTM A216 Gr WCB Cast Steel,20,300# RF,989,786,363,256,SIL-2,1oo2,1.04,0.0,1.0,0.0,1.0,Fail Locked (FL),TRUE,2024-05-24,2025-05-24,OPTIMAL (Normal In-Service Calibration),Er. Anand Rao (EMP-1829)
08-AT-541B,Unit 08 - SWRO,30 MLD Sea Water Desalination Facility,Unit 08 - SWRO Online Gas Analyzer (H2S/O2/CO) Loop #541,PID-MRPL-SWRO-541-REV4.2,Online Gas Analyzer (H2S/O2/CO),ppm,0 - 500 ppm,API 610 / API 682 / IEC 61508,AISI 316L Stainless Steel,2,900# RTJ,1316,975,542,419,SIL-2,1oo2,5.1,0.0,15.0,0.0,50.0,N/A,TRUE,2024-04-26,2025-04-26,OPTIMAL (Normal In-Service Calibration),Er. Jane D'Souza (EMP-7102)
08-TT-542C,Unit 08 - SWRO,30 MLD Sea Water Desalination Facility,Unit 08 - SWRO Temperature Transmitter Loop #542,PID-MRPL-SWRO-542-REV4.2,Temperature Transmitter,deg C,0 - 500 deg C,API 610 / API 682 / IEC 61508,ASTM A216 Gr WCB Cast Steel,16,150# RF,882,556,403,325,SIL-2,1oo2,341.13,310.0,385.0,270.0,410.0,N/A,TRUE,2024-12-20,2025-12-20,OPTIMAL (Normal In-Service Calibration),Er. M. B. Nayak (EMP-4102)
03-VT-543D,Unit 03 - PFCCU,Fluid Catalytic Cracking & PRU,Unit 03 - PFCCU Bearing Vibration Accelerometer Loop #543,PID-MRPL-FCCU-543-REV4.2,Bearing Vibration Accelerometer,mm/s RMS,0 - 25 mm/s,API 610 / API 682 / IEC 61508,SA-516 Gr 70 Boiler Quality,6,300# RF,1551,1295,243,172,SIL-2,1oo2,2.07,1.0,4.5,0.5,7.0,N/A,TRUE,2024-09-10,2025-09-10,OPTIMAL (Normal In-Service Calibration),Er. Anand Rao (EMP-1829)
01-MOV-544A,Unit 01 - CDU/VDU,Atmospheric & Vacuum Distillation,Unit 01 - CDU/VDU Motor Operated Isolation Valve Loop #544,PID-MRPL-CDU-544-REV4.2,Motor Operated Isolation Valve,Status,Full Stroke Open/Close,API 610 / API 682 / IEC 61508,ASTM A106 Gr B Carbon Steel,24,900# RTJ,1599,1049,121,93,SIL-1,1oo1,0.98,0.0,1.0,0.0,1.0,Fail Locked (FL),FALSE,2024-10-31,2025-10-31,OPTIMAL (Normal In-Service Calibration),Er. Anand Rao (EMP-1829)
07-CV-545B,Unit 07 - SPM/COT,Single Point Mooring & Tank Farm,Unit 07 - SPM/COT Pneumatic Control Valve Loop #545,PID-MRPL-SPM-545-REV4.2,Pneumatic Control Valve,% Open,0 - 100 % Travel,API 610 / API 682 / IEC 61508,ASTM A743 Gr CA6NM (12% Cr),8,1500# RTJ,429,311,244,191,SIL-3,2oo3,51.1,10.0,90.0,5.0,95.0,Fail Closed (FC),TRUE,2024-12-20,2025-12-20,OPTIMAL (Normal In-Service Calibration),Er. S. P. Hegde (EMP-2914)
05-SV-546C,Unit 05 - SRU,Sulfur Recovery & Tail Gas Treatment,Unit 05 - SRU ASME VIII Safety Relief Valve Loop #546,PID-MRPL-SRU-546-REV4.2,ASME VIII Safety Relief Valve,barg,Pop Set Pressure,API 610 / API 682 / IEC 61508,Incoloy 800H High Temp Alloy,8,600# RF,1747,1461,245,176,Non-SIL,1oo1,0.0,0.0,0.0,0.0,88.0,Fail Open (FO),TRUE,2024-04-14,2025-04-14,OPTIMAL (Normal In-Service Calibration),Er. S. P. Hegde (EMP-2914)
03-CV-547D,Unit 03 - PFCCU,Fluid Catalytic Cracking & PRU,Unit 03 - PFCCU Pneumatic Control Valve Loop #547,PID-MRPL-FCCU-547-REV4.2,Pneumatic Control Valve,% Open,0 - 100 % Travel,API 610 / API 682 / IEC 61508,AISI 316L Stainless Steel,4,600# RF,813,538,347,268,SIL-3,2oo3,52.33,10.0,90.0,5.0,95.0,Fail Closed (FC),TRUE,2024-10-30,2025-10-30,OPTIMAL (Normal In-Service Calibration),Er. R. K. Shenoy (EMP-3841)
08-SV-548A,Unit 08 - SWRO,30 MLD Sea Water Desalination Facility,Unit 08 - SWRO ASME VIII Safety Relief Valve Loop #548,PID-MRPL-SWRO-548-REV4.2,ASME VIII Safety Relief Valve,barg,Pop Set Pressure,API 610 / API 682 / IEC 61508,Titanium Grade 2 Seamless,20,1500# RTJ,1264,883,467,342,Non-SIL,1oo1,0.0,0.0,0.0,0.0,88.0,Fail Open (FO),TRUE,2024-10-31,2025-10-31,ALERT (Scheduled Inspection Window),Er. Jane D'Souza (EMP-7102)
02-XV-549B,Unit 02 - DHDT,Diesel Hydrotreating Complex,Unit 02 - DHDT Emergency Shutdown (ESD) Valve Loop #549,PID-MRPL-DHDT-549-REV4.2,Emergency Shutdown (ESD) Valve,Status,Trip Action Fast Stroke,API 610 / API 682 / IEC 61508,ASTM A106 Gr B Carbon Steel,24,150# RF,1297,908,332,287,SIL-1,1oo1,1.07,0.0,1.0,0.0,1.0,Fail Closed (FC),TRUE,2024-10-30,2025-10-30,OPTIMAL (Normal In-Service Calibration),Er. Anand Rao (EMP-1829)
08-FT-550C,Unit 08 - SWRO,30 MLD Sea Water Desalination Facility,Unit 08 - SWRO Flow Transmitter Loop #550,PID-MRPL-SWRO-550-REV4.2,Flow Transmitter,MT/h,0 - 300 MT/h,API 610 / API 682 / IEC 61508,Incoloy 800H High Temp Alloy,6,900# RTJ,665,532,532,402,SIL-3,2oo3,180.92,130.0,220.0,100.0,245.0,N/A,TRUE,2024-06-10,2025-06-10,ALERT (Scheduled Inspection Window),Er. R. K. Shenoy (EMP-3841)
08-AT-551D,Unit 08 - SWRO,30 MLD Sea Water Desalination Facility,Unit 08 - SWRO Online Gas Analyzer (H2S/O2/CO) Loop #551,PID-MRPL-SWRO-551-REV4.2,Online Gas Analyzer (H2S/O2/CO),ppm,0 - 500 ppm,API 610 / API 682 / IEC 61508,Titanium Grade 2 Seamless,8,600# RF,1024,616,219,183,SIL-3,2oo3,5.23,0.0,15.0,0.0,50.0,N/A,TRUE,2024-04-21,2025-04-21,CRITICAL (Immediate Turnaround Recalibration),Er. R. K. Shenoy (EMP-3841)
01-CV-552A,Unit 01 - CDU/VDU,Atmospheric & Vacuum Distillation,Unit 01 - CDU/VDU Pneumatic Control Valve Loop #552,PID-MRPL-CDU-552-REV4.2,Pneumatic Control Valve,% Open,0 - 100 % Travel,API 610 / API 682 / IEC 61508,ASTM A216 Gr WCB Cast Steel,2,2500# RTJ,1229,887,293,241,SIL-2,1oo2,45.78,10.0,90.0,5.0,95.0,Fail Closed (FC),TRUE,2024-12-26,2025-12-26,ALERT (Scheduled Inspection Window),Er. Jane D'Souza (EMP-7102)
01-TT-553B,Unit 01 - CDU/VDU,Atmospheric & Vacuum Distillation,Unit 01 - CDU/VDU Temperature Transmitter Loop #553,PID-MRPL-CDU-553-REV4.2,Temperature Transmitter,deg C,0 - 500 deg C,API 610 / API 682 / IEC 61508,UNS S31803 2205 Duplex Stainless Steel,8,600# RF,706,435,261,207,SIL-1,1oo1,366.88,310.0,385.0,270.0,410.0,N/A,FALSE,2024-12-02,2025-12-02,ALERT (Scheduled Inspection Window),Er. S. P. Hegde (EMP-2914)
07-MOV-554C,Unit 07 - SPM/COT,Single Point Mooring & Tank Farm,Unit 07 - SPM/COT Motor Operated Isolation Valve Loop #554,PID-MRPL-SPM-554-REV4.2,Motor Operated Isolation Valve,Status,Full Stroke Open/Close,API 610 / API 682 / IEC 61508,ASTM A743 Gr CA6NM (12% Cr),10,900# RTJ,1747,1090,207,160,SIL-3,2oo3,1.03,0.0,1.0,0.0,1.0,Fail Locked (FL),TRUE,2024-05-21,2025-05-21,OPTIMAL (Normal In-Service Calibration),Er. Jane D'Souza (EMP-7102)
01-LT-555D,Unit 01 - CDU/VDU,Atmospheric & Vacuum Distillation,Unit 01 - CDU/VDU Level Radar Transmitter Loop #555,PID-MRPL-CDU-555-REV4.2,Level Radar Transmitter,%,0 - 100 %,API 610 / API 682 / IEC 61508,Titanium Grade 2 Seamless,16,150# RF,748,586,532,390,SIL-1,1oo1,50.72,35.0,75.0,20.0,85.0,N/A,FALSE,2024-06-29,2025-06-29,OPTIMAL (Normal In-Service Calibration),Er. Anand Rao (EMP-1829)
03-LT-556A,Unit 03 - PFCCU,Fluid Catalytic Cracking & PRU,Unit 03 - PFCCU Level Radar Transmitter Loop #556,PID-MRPL-FCCU-556-REV4.2,Level Radar Transmitter,%,0 - 100 %,API 610 / API 682 / IEC 61508,Incoloy 800H High Temp Alloy,12,300# RF,1022,625,165,141,SIL-3,2oo3,53.55,35.0,75.0,20.0,85.0,N/A,TRUE,2024-10-19,2025-10-19,OPTIMAL (Normal In-Service Calibration),Er. Anand Rao (EMP-1829)
